,,,,,,,Difference X Days Later
,,,,,,,1 days,2 days,3 days,4 days,5 days,6 days,7 days,8 days,9 days,10 days,11 days,12 days,13 days,14 days,15 days,16 days,17 days,18 days,19 days,20 days
Rank, Start Date, End Date, Start Value, End Value, Difference in $, ,
,,,,,Difference in %,
1,6/7/2017,6/15/2017,"155.02","143.32","($11.70)",,"$0.46",,,"$0.34","$3.55","$2.20","$2.45","$1.81",,,"$3.85","$1.69","$1.17","$1.39","$1.13",,,"$1.56",,"$0.37"
,6/7/2017,6/15/2017,"","","-8.0%",,"0.0%",,,"0.0%","2.0%","2.0%","2.0%","1.0%",,,"3.0%","1.0%","1.0%","1.0%","1.0%",,,"1.0%",,"0.0%"

2,6/8/2017,6/16/2017,"155.25","143.78","($11.47)",,,,"($0.12)","$3.09","$1.74","$1.99","$1.35",,,"$3.39","$1.23","$0.71","$0.93","$0.67",,,"$1.10",,"($0.09)","($0.76)"
,6/8/2017,6/16/2017,"","","-7.0%",,,,"0.0%","2.0%","1.0%","1.0%","1.0%",,,"2.0%","1.0%","0.0%","1.0%","0.0%",,,"1.0%",,"0.0%","-1.0%"

3,6/9/2017,6/19/2017,"155.19","143.66","($11.53)",,"$3.21","$1.86","$2.11","$1.47",,,"$3.51","$1.35","$0.83","$1.05","$0.79",,,"$1.22",,"$0.03","($0.64)","($0.76)"
,6/9/2017,6/19/2017,"","","-7.0%",,"2.0%","1.0%","1.0%","1.0%",,,"2.0%","1.0%","1.0%","1.0%","1.0%",,,"1.0%",,"0.0%","0.0%","-1.0%"

4,6/2/2017,6/12/2017,"153.58","145.74","($7.84)",,"$1.42","$1.76","($2.42)","($1.96)",,,"($2.08)","$1.13","($0.22)","$0.03","($0.61)",,,"$1.43","($0.73)","($1.25)","($1.03)","($1.29)"
,6/2/2017,6/12/2017,"","","-5.0%",,"1.0%","1.0%","-2.0%","-1.0%",,,"-1.0%","1.0%","0.0%","0.0%","0.0%",,,"1.0%","-1.0%","-1.0%","-1.0%","-1.0%"

5,6/5/2017,6/13/2017,"154.34","147.16","($7.18)",,"$0.34","($3.84)","($3.38)",,,"($3.50)","($0.29)","($1.64)","($1.39)","($2.03)",,,"$0.01","($2.15)","($2.67)","($2.45)","($2.71)",,,"($2.28)"
,6/5/2017,6/13/2017,"","","-5.0%",,"0.0%","-3.0%","-2.0%",,,"-2.0%","0.0%","-1.0%","-1.0%","-1.0%",,,"0.0%","-1.0%","-2.0%","-2.0%","-2.0%",,,"-2.0%"

6,9/14/2017,9/22/2017,"158.99","151.54","($7.45)",,,,"($1.55)","$0.24","$2.26","$2.35","$1.67",,,"$2.72","$2.47","$2.09","$2.64","$3.43",,,"$4.27","$4.52","$4.43","$4.81"
,9/14/2017,9/22/2017,"","","-5.0%",,,,"-1.0%","0.0%","1.0%","2.0%","1.0%",,,"2.0%","2.0%","1.0%","2.0%","2.0%",,,"3.0%","3.0%","3.0%","3.0%"

7,9/15/2017,9/25/2017,"158.47","149.99","($8.48)",,"$1.79","$3.81","$3.90","$3.22",,,"$4.27","$4.02","$3.64","$4.19","$4.98",,,"$5.82","$6.07","$5.98","$6.36","$6.74"
,9/15/2017,9/25/2017,"","","-5.0%",,"1.0%","3.0%","3.0%","2.0%",,,"3.0%","3.0%","2.0%","3.0%","3.0%",,,"4.0%","4.0%","4.0%","4.0%","4.0%"

8,9/18/2017,9/26/2017,"160.11","151.78","($8.33)",,"$2.02","$2.11","$1.43",,,"$2.48","$2.23","$1.85","$2.40","$3.19",,,"$4.03","$4.28","$4.19","$4.57","$4.95",,,"$6.12"
,9/18/2017,9/26/2017,"","","-5.0%",,"1.0%","1.0%","1.0%",,,"2.0%","1.0%","1.0%","2.0%","2.0%",,,"3.0%","3.0%","3.0%","3.0%","3.0%",,,"4.0%"

9,6/6/2017,6/14/2017,"153.9","147.5","($6.40)",,"($4.18)","($3.72)",,,"($3.84)","($0.63)","($1.98)","($1.73)","($2.37)",,,"($0.33)","($2.49)","($3.01)","($2.79)","($3.05)",,,"($2.62)"
,6/6/2017,6/14/2017,"","","-4.0%",,"-3.0%","-3.0%",,,"-3.0%","0.0%","-1.0%","-1.0%","-2.0%",,,"0.0%","-2.0%","-2.0%","-2.0%","-2.0%",,,"-2.0%"

10,9/19/2017,9/27/2017,"159.51","153.8","($5.71)",,"$0.09","($0.59)",,,"$0.46","$0.21","($0.17)","$0.38","$1.17",,,"$2.01","$2.26","$2.17","$2.55","$2.93",,,"$4.10","$5.98"
,9/19/2017,9/27/2017,"","","-4.0%",,"0.0%","0.0%",,,"0.0%","0.0%","0.0%","0.0%","1.0%",,,"1.0%","1.0%","1.0%","2.0%","2.0%",,,"3.0%","4.0%"

11,11/28/2017,12/6/2017,"174.3","167.5","($6.80)",,"$1.53","$2.99",,,"$1.70","$4.65","$5.00","$4.90","$6.13",,,"$7.38","$7.53","$7.37","$6.67","$7.18"
,11/28/2017,12/6/2017,"","","-4.0%",,"1.0%","2.0%",,,"1.0%","3.0%","3.0%","3.0%","4.0%",,,"4.0%","4.0%","4.0%","4.0%","4.0%"

12,9/12/2017,9/20/2017,"162.61","157.9","($4.71)",,"($2.10)","($6.36)",,,"($7.91)","($6.12)","($4.10)","($4.01)","($4.69)",,,"($3.64)","($3.89)","($4.27)","($3.72)","($2.93)",,,"($2.09)","($1.84)"
,9/12/2017,9/20/2017,"","","-3.0%",,"-1.0%","-4.0%",,,"-5.0%","-4.0%","-3.0%","-3.0%","-3.0%",,,"-2.0%","-2.0%","-3.0%","-2.0%","-2.0%",,,"-1.0%","-1.0%"

13,9/13/2017,9/21/2017,"159.87","155.8","($4.07)",,"($4.26)",,,"($5.81)","($4.02)","($2.00)","($1.91)","($2.59)",,,"($1.54)","($1.79)","($2.17)","($1.62)","($0.83)",,,"$0.01","$0.26","$0.17"
,9/13/2017,9/21/2017,"","","-3.0%",,"-3.0%",,,"-4.0%","-3.0%","-1.0%","-1.0%","-2.0%",,,"-1.0%","-1.0%","-1.0%","-1.0%","-1.0%",,,"0.0%","0.0%","0.0%"

14,9/20/2017,9/28/2017,"157.9","153.89","($4.01)",,"($0.68)",,,"$0.37","$0.12","($0.26)","$0.29","$1.08",,,"$1.92","$2.17","$2.08","$2.46","$2.84",,,"$4.01","$5.89","$6.53"
,9/20/2017,9/28/2017,"","","-3.0%",,"0.0%",,,"0.0%","0.0%","0.0%","0.0%","1.0%",,,"1.0%","1.0%","1.0%","2.0%","2.0%",,,"3.0%","4.0%","4.0%"

15,11/10/2017,11/20/2017,"175.11","170.29","($4.82)",,"$0.49","$3.07",,"$4.81",,,"$4.76","$4.01","$2.34","$0.14","($0.34)",,,"$2.19","($1.23)","($2.79)","($1.26)","$0.20"
,11/10/2017,11/20/2017,"","","-3.0%",,"0.0%","2.0%",,"3.0%",,,"3.0%","2.0%","1.0%","0.0%","0.0%",,,"1.0%","-1.0%","-2.0%","-1.0%","0.0%"

16,11/27/2017,12/5/2017,"175.05","169.06","($5.99)",,"($1.56)","($0.03)","$1.43",,,"$0.14","$3.09","$3.44","$3.34","$4.57",,,"$5.82","$5.97","$5.81","$5.11","$5.62"
,11/27/2017,12/5/2017,"","","-3.0%",,"-1.0%","0.0%","1.0%",,,"0.0%","2.0%","2.0%","2.0%","3.0%",,,"3.0%","4.0%","3.0%","3.0%","3.0%"

17,4/5/2017,4/13/2017,"144.22","141.91","($2.31)",,,,,"($0.43)","($0.50)","($0.03)","($0.69)","$0.53",,,"$1.59","$2.00","$2.56","$2.01","$2.18",,,"$3.19","$5.63","$3.68"
,4/5/2017,4/13/2017,"","","-2.0%",,,,,"0.0%","0.0%","0.0%","0.0%","0.0%",,,"1.0%","1.0%","2.0%","1.0%","2.0%",,,"2.0%","4.0%","3.0%"

18,4/6/2017,4/17/2017,"144.29","141.48","($2.81)",,"($0.07)","$0.40","($0.26)","$0.96",,,"$2.02","$2.43","$2.99","$2.44","$2.61",,,"$3.62","$6.06","$4.11","$5.04","$5.28"
,4/6/2017,4/17/2017,"","","-2.0%",,"0.0%","0.0%","0.0%","1.0%",,,"1.0%","2.0%","2.0%","2.0%","2.0%",,,"3.0%","4.0%","3.0%","4.0%","4.0%"

19,4/7/2017,4/18/2017,"143.73","141.41","($2.32)",,"$0.47","($0.19)","$1.03",,,"$2.09","$2.50","$3.06","$2.51","$2.68",,,"$3.69","$6.13","$4.18","$5.11","$5.35",,,"$7.62"
,4/7/2017,4/18/2017,"","","-2.0%",,"0.0%","0.0%","1.0%",,,"1.0%","2.0%","2.0%","2.0%","2.0%",,,"3.0%","4.0%","3.0%","4.0%","4.0%",,,"5.0%"

